"Stage","Session Number","Session Heading (Topic)","Slide Number","Slide Title","Slide Bullet Point"
"","","","","","Commission and test loop integration for HVAC Monitoring: Sensors & Dampers."
"","43","Basic Building Management Systems (BMS)","5","Integration: Lighting, Chillers & Pumps","Analyze core parameters and hardware metrics for Basic Building Management Systems (BMS)."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Integration: Lighting, Chillers & Pumps."
"","43","Basic Building Management Systems (BMS)","6","BMS Graphics, Alarms, and Reports","Analyze core parameters and hardware metrics for Basic Building Management Systems (BMS)."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for BMS Graphics, Alarms, and Reports."
"","43","Basic Building Management Systems (BMS)","7","Relay outputs & analog input wiring","Connecting line interfaces securely matching wiring diagrams."
"","","","","","Configuring signal relay profiles (Wet vs Dry contacts)."
"","","","","","Applying proper ferruling and cable identification tags."
"","43","Basic Building Management Systems (BMS)","8","Testing, Commissioning & Fine-Tuning","Analyze core parameters and hardware metrics for Basic Building Management Systems (BMS)."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Testing, Commissioning & Fine-Tuning."
"","43","Basic Building Management Systems (BMS)","9","Energy Auditing & Power Sizing","Sizing electrical power loads and backup battery runtimes."
"","","","","","Calculating voltage drop along long-distance cable runs."
"","","","","","Using specialized design software to compile bill of materials."
"","43","Basic Building Management Systems (BMS)","10","Practical Lab: DDC Controller Logic Setup","Hands-on assembly of device terminals on demonstration boards."
"","","","","","Measuring and record voltage, current, or signal logs."
"","","","","","Commissioning system parameters and verify client handover checklist."
"","44","KNX Fundamentals","1","Title Slide - KNX Fundamentals","Analyze core parameters and hardware metrics for KNX Fundamentals."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Title Slide - KNX Fundamentals."
"","44","KNX Fundamentals","2","Smart Home Bus Cabling & Protocols","Analyze core parameters and hardware metrics for KNX Fundamentals."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Smart Home Bus Cabling & Protocols."
"","44","KNX Fundamentals","3","Zigbee Mesh vs Wi-Fi IoT Channels","Analyze core parameters and hardware metrics for KNX Fundamentals."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Zigbee Mesh vs Wi-Fi IoT Channels."
"","44","KNX Fundamentals","4","Smart Lighting Dimmer & Actuator Wiring","Connecting line interfaces securely matching wiring diagrams."
"","","","","","Configuring signal relay profiles (Wet vs Dry contacts)."
"","","","","","Applying proper ferruling and cable identification tags."
"","44","KNX Fundamentals","5","Curtain Motors & Relay Triggers","Analyze core parameters and hardware metrics for KNX Fundamentals."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Curtain Motors & Relay Triggers."
"","44","KNX Fundamentals","6","KNX green bus standard topologies","Analyze core parameters and hardware metrics for KNX Fundamentals."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for KNX green bus standard topologies."
"","44","KNX Fundamentals","7","Home Assistant Installation & YAML Scripts","Analyze core parameters and hardware metrics for KNX Fundamentals."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Home Assistant Installation & YAML Scripts."
"","44","KNX Fundamentals","8","Alexa & Google Voice Assistant Integration","Analyze core parameters and hardware metrics for KNX Fundamentals."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Alexa & Google Voice Assistant Integration."
"","44","KNX Fundamentals","9","Solenoid Water Valves & Smart Sizing","Sizing electrical power loads and backup battery runtimes."
"","","","","","Calculating voltage drop along long-distance cable runs."
"","","","","","Using specialized design software to compile bill of materials."
"","44","KNX Fundamentals","10","Practical Lab: IoT Automation Scene Setup","Hands-on assembly of device terminals on demonstration boards."
"","","","","","Measuring and record voltage, current, or signal logs."
"","","","","","Commissioning system parameters and verify client handover checklist."
"","45","Wi-Fi Smart Home","1","Title Slide - Wi-Fi Smart Home","Analyze core parameters and hardware metrics for Wi-Fi Smart Home."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Title Slide - Wi-Fi Smart Home."
"","45","Wi-Fi Smart Home","2","Smart Home Bus Cabling & Protocols","Analyze core parameters and hardware metrics for Wi-Fi Smart Home."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Smart Home Bus Cabling & Protocols."
"","45","Wi-Fi Smart Home","3","Zigbee Mesh vs Wi-Fi IoT Channels","Analyze core parameters and hardware metrics for Wi-Fi Smart Home."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Zigbee Mesh vs Wi-Fi IoT Channels."
"","45","Wi-Fi Smart Home","4","Smart Lighting Dimmer & Actuator Wiring","Connecting line interfaces securely matching wiring diagrams."
"","","","","","Configuring signal relay profiles (Wet vs Dry contacts)."
"","","","","","Applying proper ferruling and cable identification tags."
"","45","Wi-Fi Smart Home","5","Curtain Motors & Relay Triggers","Analyze core parameters and hardware metrics for Wi-Fi Smart Home."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for Curtain Motors & Relay Triggers."
"","45","Wi-Fi Smart Home","6","KNX green bus standard topologies","Analyze core parameters and hardware metrics for Wi-Fi Smart Home."
"","","","","","Implement industry standards and configuration guidelines."
"","","","","","Commission and test loop integration for KNX green bus standard topologies."
"","45","Wi-Fi Smart Home","7","Home Assistant Installation & YAML Scripts","Analyze core parameters and hardware metrics for Wi-Fi Smart Home."
