"Stage","Session Number","Session Heading (Topic)","Slide Number","Slide Title","Slide Bullet Point","SVG Image Making Plan"
"","45","Fire Alarm Systems","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","45","Fire Alarm Systems","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","45","Fire Alarm Systems","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"Stage 8: Boom Barriers & Vehicle Gate Systems","46","Boom Barrier","1","Introduction to Boom Barrier","Learn what Boom Barrier is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","46","Boom Barrier","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","46","Boom Barrier","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","46","Boom Barrier","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","46","Boom Barrier","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","46","Boom Barrier","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","46","Boom Barrier","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","46","Boom Barrier","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","46","Boom Barrier","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","46","Boom Barrier","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","47","Gate Automation","1","Introduction to Gate Automation","Learn what Gate Automation is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","47","Gate Automation","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","47","Gate Automation","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","47","Gate Automation","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","47","Gate Automation","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
